pharmacy,author,date,rating,text,url
ЕАПТЕКА,,,,"Время доставки не соответствует тому, что указано в заказе. Уже больше недели заказ висит в статусе подтвержденный. Операторы внятного ответа дать не могут. Товар в аптеке, но выдать его не могут Что за бред вообще?!!! Не рекомендую данный сервис доставки лекарств.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Anna N.,5 марта 2018,1,"Был положительный опыт. Сделала новый заказ, с удовольствием ожидая отличного сервиса. Увы... Все товаре при заказе были в наличии. Заказ был оформлен с доставкой. Заказ не доставлен, никто ни о чем не предупредил. По звонку выясняется, что чего-то нет в наличии. .Друзья, вы лекарствами взялись торговать, А обработать заказ, позвонить-обсудить????? Мы вам доверяем, но для нас важно получить лекарства в срок. Увы, разочаровали. Слава богу заказывала не жизненно-важные лекарства.... 4",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Был положительный опыт. Сделала новый заказ, с удовольствием ожидая отличного сервиса. Увы... Все товаре при заказе были в наличии. Заказ был оформлен с доставкой. Заказ не доставлен, никто ни о чем не предупредил. По звонку выясняется, что чего-то нет в наличии. .Друзья, вы лекарствами взялись торговать, А обработать заказ, позвонить-обсудить????? Мы вам доверяем, но для нас важно получить лекарства в срок. Увы, разочаровали. Слава богу заказывала не жизненно-важные лекарства....",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Евгений Л.,1 октября 2021,1,"Это не аптека, а - вредители. К лучшему ничего не меняется. А время идёт. Уже второй заказ, и второй косяк. Вчера вечером сделал заказ. Сегодня в 13:30 прислали смс,что товара нет. 14 часов в 2021 году аптека не может оперативно сообщить, если у неё не оказывается товара! Клоуны! 2",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Евгений Л.,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Это не аптека, а - вредители. К лучшему ничего не меняется. А время идёт. Уже второй заказ, и второй косяк. Вчера вечером сделал заказ. Сегодня в 13:30 прислали смс,что товара нет. 14 часов в 2021 году аптека не может оперативно сообщить, если у неё не оказывается товара! Клоуны!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Marina,28 октября 2020,1,"Отвратительно. И разница отзывов на ЕАПТЕКе и здесь о многом говорит. Курьер не приехал, перенесла в чате на другой день, но курьер решил приехать в тот день, который удобен ему. В итоге отменили заказ, с причиной, что не смогли связаться, хотя никто не звонил и в чате отвечали- все переносы подтверждали. На горячую линию не дозвониться. 4 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Отвратительно. И разница отзывов на ЕАПТЕКе и здесь о многом говорит. Курьер не приехал, перенесла в чате на другой день, но курьер решил приехать в тот день, который удобен ему. В итоге отменили заказ, с причиной, что не смогли связаться, хотя никто не звонил и в чате отвечали- все переносы подтверждали. На горячую линию не дозвониться.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Ольга Пономарева,25 марта 2022,5,"Аптека чистая, красивая, современная. Очень приветливые и доброжелательные специалисты работают. Всегда помогут с выбором и проконсультируют. Цены хорошие. Всем советую! 2 4",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Ольга Пономарева,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Аптека чистая, красивая, современная. Очень приветливые и доброжелательные специалисты работают. Всегда помогут с выбором и проконсультируют. Цены хорошие. Всем советую!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Мария Ш.,30 октября 2021,1,"Отзыв на курьерскую доставку в Санкт-Петербурге, заказ 17810919. Заказала лекарства, которые прописали от ковид. Соответственно, сижу дома, как мышка. Изначально, обещали доставить 29 октября 10-14.00. В 15.00 29 октября, никого не дождавшись, набираю - говорят, не смогли доставить из-за отсутствия одной позиции для заказа. Говорю, везите без неё. Ок, привезём сегодня 19-23:00, ждите. 19:30 29 октября приходит СМС, что курьер якобы не смог мне дозвониться, и мне не успевают доставить. Перезваниваю, говорят, не успеваем, вот вам промокод на 300 руб, доставим ЗАВТРА 14-18:00. 12:17 30 октября приходит СМС, что нет одной позиции для заказа, позвоните уточнить. Звоню. Та же самая позиция, которую обсуждали вчера. Говорю, везите без нее. Ок, привезём, но уже ЗАВТРА. Отменила заказ. Попросила родственников привезти лекарства, изначально не хотела их напрягать. Будьте здоровы, поддерживайте связь с родственниками и друзьями. PS: напишите в комментариях названия более адекватных сервисов доставки лекарств на дом, на будущее 13 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Отзыв на курьерскую доставку в Санкт-Петербурге, заказ 17810919. Заказала лекарства, которые прописали от ковид. Соответственно, сижу дома, как мышка. Изначально, обещали доставить 29 октября 10-14.00. В 15.00 29 октября, никого не дождавшись, набираю - говорят, не смогли доставить из-за отсутствия одной позиции для заказа. Говорю, везите без неё. Ок, привезём сегодня 19-23:00, ждите. 19:30 29 октября приходит СМС, что курьер якобы не смог мне дозвониться, и мне не успевают доставить. Перезваниваю, говорят, не успеваем, вот вам промокод на 300 руб, доставим ЗАВТРА 14-18:00. 12:17 30 октября приходит СМС, что нет одной позиции для заказа, позвоните уточнить. Звоню. Та же самая позиция, которую обсуждали вчера. Говорю, везите без нее. Ок, привезём, но уже ЗАВТРА. Отменила заказ. Попросила родственников привезти лекарства, изначально не хотела их напрягать. Будьте здоровы, поддерживайте связь с родственниками и друзьями. PS: напишите в комментариях названия более адекватных сервисов доставки лекарств на дом, на будущее",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Дмитрий Хрущев,13 сентября 2021,4,"Удобно и вполне неплохой перечень лекарств в наличии. Иногда очень долгое обслуживание, но это скорее зависит от персонала",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Дмитрий Хрущев,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Таня,1 октября 2020,1,"Отменили заказ после длительного ожидания. Три дня после назначенной даты доставки служба поддержки кормила меня обещаниями, что все вот вот будет доставлено, и в результате я получаю сообщение, что заказ отменяют с предложением оформить его повторно. Итого 5 дней потеряно , а ведь речь идет о лекарствах! Не говоря уже о времени, потерянном на выяснение, что происходит. Очень подвели! 4 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Отменили заказ после длительного ожидания. Три дня после назначенной даты доставки служба поддержки кормила меня обещаниями, что все вот вот будет доставлено, и в результате я получаю сообщение, что заказ отменяют с предложением оформить его повторно. Итого 5 дней потеряно , а ведь речь идет о лекарствах! Не говоря уже о времени, потерянном на выяснение, что происходит. Очень подвели!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Е.Н.,13 января 2024,1,"Было лучше. Теперь не буду там покупать, хотя давнишний их клиент. В последнее время персонал невежливый. Вход в помещение в зимнее время - квест. Не упасть на заледеневшем крыльце и не утонуть в луже уже внутри аптеки. Часто очереди, т.к. сотрудники медленно работают и постоянно разбирают доставленные коробки. Да и цены выше, чем у других 2",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Было лучше. Теперь не буду там покупать, хотя давнишний их клиент. В последнее время персонал невежливый. Вход в помещение в зимнее время - квест. Не упасть на заледеневшем крыльце и не утонуть в луже уже внутри аптеки. Часто очереди, т.к. сотрудники медленно работают и постоянно разбирают доставленные коробки. Да и цены выше, чем у других",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Евгения П.,20 февраля 2019,1,"Сделала заказ 18.02.2019 номер 4893372 на сайте. Доставка была назначена на следующий день. На электронную почту было направлено уведомление, с подтвеждением доставки на 19.02.2019. Однако доставки заказа в назначенный срок не было. После звонка в службу поддержки 20.02. с удивлением узнала, что доставку пересли на 21.02. Медикаменты нужны срочно. Такое безответственное отношение к клиентам меня возмущает, поэтому не советую связываться с этой компанией в случае возникновения необходимости в срочной доставке препаратов. 4 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Евгения П.,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Сделала заказ 18.02.2019 номер 4893372 на сайте. Доставка была назначена на следующий день. На электронную почту было направлено уведомление, с подтвеждением доставки на 19.02.2019. Однако доставки заказа в назначенный срок не было. После звонка в службу поддержки 20.02. с удивлением узнала, что доставку пересли на 21.02. Медикаменты нужны срочно. Такое безответственное отношение к клиентам меня возмущает, поэтому не советую связываться с этой компанией в случае возникновения необходимости в срочной доставке препаратов.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Сергей Терещенко,23 марта 2016,5,Очень Хорошая Аптека! Забирал самовывозом по пути было. Быстро и уважительно обслужили не смотря на то что забыл номер заказа. Нашли по Фамилии и спокойно отдали заказ. Буду ещё заказывать если что то понадобится! 3,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Сергей Терещенко,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Очень Хорошая Аптека! Забирал самовывозом по пути было. Быстро и уважительно обслужили не смотря на то что забыл номер заказа. Нашли по Фамилии и спокойно отдали заказ. Буду ещё заказывать если что то понадобится!,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Chainka,13 декабря 2022,1,"C Chainka 13 декабря 2022 Отвратительно!!!! Никому не рекомендую делать здесь заказ!!! Заказала малышу лекарства. Доставка с 20 до 23. В 16.00 статус заказа «передан в доставку». 23.00 - 23.15 - заказа нет, пишу в поддержку. Ответ: извините, проблемы, заказ на стадии сборки. Что? Это как вообще? 23.30 - о чудо, статус заказ меняется на «передан курьеру». Ок, мне курьера всю ночь ждать? Только ни звонка, ни заказа я так и не дождалась. Утро. Звонок поддержки: курьер говорит вы перенесли время заказа… Вот тут я выпала. Ну и наглая ложь прямо в лицо! Думаю, дальнейшие комментарии излишни. Неужели нельзя позвонить и предупредить о задержке заказа ЗАРАНЕЕ? Я бы сделала заказ в другом месте. Ау, люди! Вы доставляете лекарства, которые иногда необходимы в срочном порядке! КАТЕГОРИЧЕСКИ НЕ РЕКОМЕНДУЮ! 12 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Отвратительно!!!! Никому не рекомендую делать здесь заказ!!! Заказала малышу лекарства. Доставка с 20 до 23. В 16.00 статус заказа «передан в доставку». 23.00 - 23.15 - заказа нет, пишу в поддержку. Ответ: извините, проблемы, заказ на стадии сборки. Что? Это как вообще? 23.30 - о чудо, статус заказ меняется на «передан курьеру». Ок, мне курьера всю ночь ждать? Только ни звонка, ни заказа я так и не дождалась. Утро. Звонок поддержки: курьер говорит вы перенесли время заказа… Вот тут я выпала. Ну и наглая ложь прямо в лицо! Думаю, дальнейшие комментарии излишни. Неужели нельзя позвонить и предупредить о задержке заказа ЗАРАНЕЕ? Я бы сделала заказ в другом месте. Ау, люди! Вы доставляете лекарства, которые иногда необходимы в срочном порядке! КАТЕГОРИЧЕСКИ НЕ РЕКОМЕНДУЮ!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Оксана Боровик,31 мая 2021,5,"В этой аптеке на Марата можно получить заказанные ветеринарные препараты. Цены на порядок ниже по сравнению с ветаптеками по городу! Плохо, что аптек, где можно получить ветпрепараты немного. Надо расширять список. 3",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Оксана Боровик,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"В этой аптеке на Марата можно получить заказанные ветеринарные препараты. Цены на порядок ниже по сравнению с ветаптеками по городу! Плохо, что аптек, где можно получить ветпрепараты немного. Надо расширять список.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Cosmos Girl,21 марта 2025,5,Отличный сервис ! Заказала на сайте и привезли ! Рекомендую,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Cosmos Girl,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Aurélie,23 марта 2020,1,"Ужасная аптека, ужасный сервис, сделала заказ, все сроки прошли, заказ так и не дождалась, позвонила на горячую линию, оператор ничего не смог сказать, зря потраченное время. Клиенты им не нужны. Вот аптека.ру, там все четко, однако в этот раз нужного лекарства там не было. Может конечно это мне так не повезло только?! 3 3",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Ужасная аптека, ужасный сервис, сделала заказ, все сроки прошли, заказ так и не дождалась, позвонила на горячую линию, оператор ничего не смог сказать, зря потраченное время. Клиенты им не нужны. Вот аптека.ру, там все четко, однако в этот раз нужного лекарства там не было. Может конечно это мне так не повезло только?!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Ангелина Савченкова,19 июля 2018,5,"Молодцы дружный коллектив, быстро обслуживают.Все лекарства в наличии.недорого.Можно и через инет отправить заявку к ним. 4",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Ангелина Савченкова,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Молодцы дружный коллектив, быстро обслуживают.Все лекарства в наличии.недорого.Можно и через инет отправить заявку к ним.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,kulta5,7 марта 2022,1,"Отвратительный сервис. Если вам нужны какие-то жизненно-необходимые препараты то черта с два вы их тут получите в срок (кстати в заданный ими срок!). Моя история: заказ 23907102 в нем сердечные препараты, препараты от гипертонии. То есть то что врач назначает принимать регулярно 2 раза в день! Заказала зараннее, доставку они мне предложили 6.03. после 17:30, ок. А дальше, видимо, уже по их любимой схеме: 6.03. в 21:41 мне приходит смс о том что они извиняются и курьер задерживается...! Ну ладно, думаю, наверное 7.03 уж доедет этот несчастный до аптеки, уже доставит... 7.03 ждала до 22ч...-тишина! Зашла в ЛК -курьер в пути!!! Дата доставки 9.03. после 17:30 !!! Пишу в чат им, та некий оператор Юлия -тупые отписки, ссылки на закон о получении именно в аптеке и т.д., изменить адрес аптеки на другой не могут эта Юлия, да и вообще ничего не могут, зачем эта поддержка и что она поддерживает -хз... В общем лекарство нет, как и времени в рабочий день ехать до удобной им аптеке, потому как в удобную мне они не могут... Курьер пытается довезти мои 11 таблеток до аптеки 5 дней или суток!!!! В общем другие аптеки выбирайте и ваши нервы и здоровье будут лучше.... Еаптека- это какая-то безответственность, а с лекарствами это весьма плачевно! 11",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Отвратительный сервис. Если вам нужны какие-то жизненно-необходимые препараты то черта с два вы их тут получите в срок (кстати в заданный ими срок!). Моя история: заказ 23907102 в нем сердечные препараты, препараты от гипертонии. То есть то что врач назначает принимать регулярно 2 раза в день! Заказала зараннее, доставку они мне предложили 6.03. после 17:30, ок. А дальше, видимо, уже по их любимой схеме: 6.03. в 21:41 мне приходит смс о том что они извиняются и курьер задерживается...! Ну ладно, думаю, наверное 7.03 уж доедет этот несчастный до аптеки, уже доставит... 7.03 ждала до 22ч...-тишина! Зашла в ЛК -курьер в пути!!! Дата доставки 9.03. после 17:30 !!! Пишу в чат им, та некий оператор Юлия -тупые отписки, ссылки на закон о получении именно в аптеке и т.д., изменить адрес аптеки на другой не могут эта Юлия, да и вообще ничего не могут, зачем эта поддержка и что она поддерживает -хз... В общем лекарство нет, как и времени в рабочий день ехать до удобной им аптеке, потому как в удобную мне они не могут... Курьер пытается довезти мои 11 таблеток до аптеки 5 дней или суток!!!! В общем другие аптеки выбирайте и ваши нервы и здоровье будут лучше.... Еаптека- это какая-то безответственность, а с лекарствами это весьма плачевно!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Анастасия Охват,14 января 2023,1,"Не стоит заказывать тут, если дорожите своим временем, заказывала 5 раз и все время курьер опаздывал на час или два часа стабильно ! Мог приехать в 12 часов ночи или позднее, не советую эту компанию никому. 5 2",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Анастасия Охват,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Не стоит заказывать тут, если дорожите своим временем, заказывала 5 раз и все время курьер опаздывал на час или два часа стабильно ! Мог приехать в 12 часов ночи или позднее, не советую эту компанию никому.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,А Анонимный отзыв,10 августа 2021,1,"Обман!! С Вас снимают деньги ив день заказа приезжает курьер с заказом и сообщает что оплатить наличными( при учёте что вы ждёте лекарства,не крема или одежду,лекарства !!!!!!) И в итоге вывтороц раз вынуждены оплачивать - аваши деньги вернуться к вам а течении 1-30 рабочих дней! 3 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Обман!! С Вас снимают деньги ив день заказа приезжает курьер с заказом и сообщает что оплатить наличными( при учёте что вы ждёте лекарства,не крема или одежду,лекарства !!!!!!) И в итоге вывтороц раз вынуждены оплачивать - аваши деньги вернуться к вам а течении 1-30 рабочих дней!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,А Анонимный отзыв,14 декабря 2022,1,"Отвратительная работа! Заказала лекарства жаропонижающие для тёти,она с высокой температурой просидела и прождала их до 00.00. И никто даже не позвонил и не предупредил,что они не смогут привезти заказ! Так не делается! Больше обращаться туда не буду и всем друзьям и знакомым расскажу про ужасную работу! 3 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Отвратительная работа! Заказала лекарства жаропонижающие для тёти,она с высокой температурой просидела и прождала их до 00.00. И никто даже не позвонил и не предупредил,что они не смогут привезти заказ! Так не делается! Больше обращаться туда не буду и всем друзьям и знакомым расскажу про ужасную работу!",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Татьяна Гривна,22 марта 2020,1,"Заказали препарат, пришёл со сроком годности до июня 2020 года, а в заказе стоит до июня 2021. Каждый день нас кормят ""завтраками"" о том, что с вами свяжется менеджер и скажет когда приедет курьер, чтобы заменить лекарсвтва. Ждём с 9 марта, так ни кто и не звонит. Пожалели о том, что выбрали эту сеть. 4 2",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Татьяна Гривна,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Заказали препарат, пришёл со сроком годности до июня 2020 года, а в заказе стоит до июня 2021. Каждый день нас кормят ""завтраками"" о том, что с вами свяжется менеджер и скажет когда приедет курьер, чтобы заменить лекарсвтва. Ждём с 9 марта, так ни кто и не звонит. Пожалели о том, что выбрали эту сеть.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,А Анонимный отзыв,10 мая 2020,1,"Ужасный сервис, заказали лекарства, должны были привезти в промежуток с 14 до 18. После 18 часов сама позвонила курьеру - трубку не взял. Около 19:00 перезвонил и сообщил, что точно будет до 20:00. Время 20:25 никого нет, трубки не берут. 4 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Ужасный сервис, заказали лекарства, должны были привезти в промежуток с 14 до 18. После 18 часов сама позвонила курьеру - трубку не взял. Около 19:00 перезвонил и сообщил, что точно будет до 20:00. Время 20:25 никого нет, трубки не берут.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Татьяна Г.,30 декабря 2022,5,Т Татьяна Г. 30 декабря 2022 Аптека хорошая люди общительные и подскажут и помогут выбрать замену найти и даже заказать подскажет помогут как спасибо 1,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Татьяна Г.,,,Т Татьяна Г.,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Татьяна Г.,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Аптека хорошая люди общительные и подскажут и помогут выбрать замену найти и даже заказать подскажет помогут как спасибо,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Ольга,3 ноября 2022,1,"Не сервис, а полная ерунда. В надежде получить лекарства в выбранном временном окне , получаешь ответ: "" у нас технический сбой, доставка на завтра"". Это как вобще? Я же не мороженку заказала, а ЛЕКАРСТВО!! Как итог, хорошо что есть другие сервисы, которые НОРМАЛЬНО РАБОТАЮТ. 3",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Не сервис, а полная ерунда. В надежде получить лекарства в выбранном временном окне , получаешь ответ: "" у нас технический сбой, доставка на завтра"". Это как вобще? Я же не мороженку заказала, а ЛЕКАРСТВО!! Как итог, хорошо что есть другие сервисы, которые НОРМАЛЬНО РАБОТАЮТ.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Amy_ro,27 ноября 2023,1,"Заказ N 52725253 от 19.11.2023. Заказывала крем Bioderma в объеме 500мл, прислали подделку. На сайте указан один флакон, по факту другой. Шок, что на сайте, который позиционирует себя АПТЕКОЙ, произошла такая ситуация. Ожидаю решения от претензионного отдела. В дополнение: работа претензионного отдела сводится к обвинениям покупателя, что он сам же виноват. Не рекомендую данный сервис, так как неизвестно, какие товары у них в продаже под липовыми сертификатами. 2",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Заказ N 52725253 от 19.11.2023. Заказывала крем Bioderma в объеме 500мл, прислали подделку. На сайте указан один флакон, по факту другой. Шок, что на сайте, который позиционирует себя АПТЕКОЙ, произошла такая ситуация. Ожидаю решения от претензионного отдела. В дополнение: работа претензионного отдела сводится к обвинениям покупателя, что он сам же виноват. Не рекомендую данный сервис, так как неизвестно, какие товары у них в продаже под липовыми сертификатами.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,К Кононова Полина,26 мая 2025,5,"Обслуживают хорошо,лекарства знают хорошо,помогают,мне понравилась аптека",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,К,,,Кононова Полина,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,mood,2 апреля 2022,5,"всегда заказываю. через еаптеку , если просто покупать в аптеке без бронирования на еаптеке , выходит намного дороже , удобно отследить наличие в аптеках , или заказать . всем советую 1 4",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"всегда заказываю. через еаптеку , если просто покупать в аптеке без бронирования на еаптеке , выходит намного дороже , удобно отследить наличие в аптеках , или заказать . всем советую",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Анна Васильевна М.,10 марта 2019,1,"Заказ в интернет-апеке №4996517 от 06.03.2019. Оператор позвонил для подтверждения заказа и предупредил, что на 7 марта доставка не возможна, можно на 8 марта. Договорились! 8 марта приходит сообщение, что мой заказ передан в доставку и будет доставлен 09.03.2019. С чего вдруг изменилась дата доставки???? Но даже 9 марта никто мой заказ не привез... 4 2",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,Анна Васильевна М.,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Заказ в интернет-апеке №4996517 от 06.03.2019. Оператор позвонил для подтверждения заказа и предупредил, что на 7 марта доставка не возможна, можно на 8 марта. Договорились! 8 марта приходит сообщение, что мой заказ передан в доставку и будет доставлен 09.03.2019. С чего вдруг изменилась дата доставки???? Но даже 9 марта никто мой заказ не привез...",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,Katerina,14 декабря 2020,1,"Отвратительно! Заказ делала на сайте, товар показан в наличии. Оплатила, в итоге звонок от оператора, что товара нет в наличии. В этот раз заказ удалось сделать, но срывают сроки доставки! Не советую СБЕРаптеку 3",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Отвратительно! Заказ делала на сайте, товар показан в наличии. Оплатила, в итоге звонок от оператора, что товара нет в наличии. В этот раз заказ удалось сделать, но срывают сроки доставки! Не советую СБЕРаптеку",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,francelona,6 апреля 2021,2,"Большой выбор препаратов по хорошей цене в интернете, но получить их бывает сложно. Технические проблемы, равнодушные фармацевты, бесполезная техподдержка. Если вы сделали заказ и его надо быстро забрать - это невозможно: препараты из заказа нельзя пробить, потому что они исчезают из кассовых списков. Учтите, что стоимость в аптеке всегда гораздо выше, чем на сайте. 4",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,francelona,https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Большой выбор препаратов по хорошей цене в интернете, но получить их бывает сложно. Технические проблемы, равнодушные фармацевты, бесполезная техподдержка. Если вы сделали заказ и его надо быстро забрать - это невозможно: препараты из заказа нельзя пробить, потому что они исчезают из кассовых списков. Учтите, что стоимость в аптеке всегда гораздо выше, чем на сайте.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,А Анонимный отзыв,3 февраля 2020,4,"Заказать можно через интернет магазин и забрать через час. Мне не очень повезло, работала одна касса и в очереди пришлось постоять минут 10. А так сервисом осталась довольна. Цены на порядок ниже конкурентов Рекомендую. Для удобства стоит компьютер, можно найти и заказать препарат в другой пункт выдачи, что очень удобно когда нет доступа к интернету. 3 1",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
ЕАПТЕКА,,,,"Заказать можно через интернет магазин и забрать через час. Мне не очень повезло, работала одна касса и в очереди пришлось постоять минут 10. А так сервисом осталась довольна. Цены на порядок ниже конкурентов Рекомендую. Для удобства стоит компьютер, можно найти и заказать препарат в другой пункт выдачи, что очень удобно когда нет доступа к интернету.",https://yandex.ru/maps/org/yeapteka/1673897407/reviews/?tab=reviews
